Transaccion_ID, SKU_ID   , Fecha_Venta, Cantidad_Vendida, Precio_Venta_Final, Costo_Envio, Tiempo_Entrega_Real, Estado_Envio, Ciudad_Destino, Canal_Venta, Feedback_ID, Rating_Producto, Rating_Logistica, Comentario_Texto, Recomienda_Marca, Ticket_Soporte_Abierto, Edad_Cliente, Satisfaccion_NPS, Categoria  , Stock_Actual, Costo_Unitario_USD, Punto_Reorden, Lead_Time_Dias, Bodega_Origen, Ultima_Revision, Rating_Servicio
TRX-10245     , PROD-1276, 2025-07-26 ,               11,            1168.39,       72.34,                  20, En Camino   , Bogotá        , App        , FB-8939    ,               5,                4, Dañado          , SI              , Sí                    ,           54, -65.7           , Laptops    , 1299.0      ,             619.7 ,           200,              0, ZONA_FRANCA  , 2025-12-29     ,             4.0
TRX-10248     , PROD-1290, 2024-12-08 ,                7,             374.68,       78.71,                  19, Perdido     , Medellín      , Físico     , FB-11814   ,               4,                3, Excelente       , SI              , No                    ,           70, 56.3            , Laptops    , 90.0        ,            1361.15,           232,              5, ZONA_FRANCA  , 2026-01-14     ,             2.4
TRX-10254     , PROD-1877, 2025-05-18 ,                7,            1749.46,       55.67,                   3, Devuelto    , Barranquilla  , Físico     , FB-10689   ,               4,                3, Excelente       , NO              , No                    ,           68, 76.7            , Tablets    , -43.0       ,            1325.64,           141,              5, NORTE        , 2025-04-09     ,             2.4
TRX-10254     , PROD-1877, 2025-05-18 ,                7,            1749.46,       55.67,                   3, Devuelto    , Barranquilla  , Físico     , FB-8032    ,               3,                5, Lento           , MAYBE           , Sí                    ,           35, 46.9            , Tablets    , -43.0       ,            1325.64,           141,              5, NORTE        , 2025-04-09     ,             3.0
TRX-10255     , PROD-3208, 2025-06-29 ,                2,            1240.7 ,       55.99,                   8, En Camino   , Bogotá        , Online     , FB-11267   ,               3,                1, Dañado          , NO              , Sí                    ,           64, 97.8            , Tablets    , 1424.0      ,             328.86,           105,              5, ZONA_FRANCA  , 2025-03-28     ,             0.6
TRX-10256     , PROD-1541, 2024-11-26 ,                3,             817.86,       77.17,                  23, Retrasado   , Ventas_Web    , Online     , FB-10057   ,               5,                5, Excelente       , SI              , No                    ,           79, 2.4             , Tablets    , 132.0       ,             578.99,           169,             27, ZONA_FRANCA  , 2024-12-07     ,             5.0
TRX-10260     , PROD-2936, 2025-05-08 ,               11,             423.35,       82.35,                  19, Perdido     , Cali          , Online     , FB-8234    ,               5,                5, Excelente       , MAYBE           , No                    ,           28, 94.8            , Smartphones, 1134.0      ,            1371.12,           295,              0, ZONA_FRANCA  , 2024-04-17     ,             5.0
TRX-10262     , PROD-2937, 2025-02-11 ,               14,            1915.08,       73.11,                  18, Entregado   , Bogotá        , Online     , FB-8909    ,               3,                4, No volvería     , NO              , Sí                    ,           61, 1.5             , Laptops    , 280.0       ,            1239.74,           154,              3, BOD-EXT-99   , 2024-12-06     ,             2.4
TRX-10264     , PROD-1779, 2025-02-07 ,                9,             298.77,       52.36,                  29, Perdido     , Medellín      , Online     , FB-11882   ,               1,                1, No volvería     , NO              , No                    ,           32, -50.8           , Smartphones, 825.0       ,            1029.41,           262,             27, OCCIDENTE    , 2024-04-08     ,             0.2
TRX-10265     , PROD-1386, 2025-03-09 ,               12,             847.96,       13.84,                  28, Entregado   , Bucaramanga   , App        , FB-10617   ,               5,                3, Lento           , NO              , Sí                    ,           21, -14.2           , Smartphones, 1145.0      ,            1030.9 ,           222,             27, BOD-EXT-99   , 2024-03-05     ,             3.0
TRX-10266     , PROD-1397, 2025-11-03 ,                4,             108.94,       59.58,                  28, Entregado   , Bucaramanga   , App        , FB-10951   ,               4,                1, Excelente       , SI              , Sí                    ,           54, -45.6           , Laptops    , 582.0       ,             956.73,           260,              3, SUR          , 2024-12-03     ,             0.8
TRX-10269     , PROD-2451, 2025-08-07 ,               11,             125.48,       83.52,                  18, Retrasado   , Bogotá        , Físico     , FB-10651   ,               2,                2, Excelente       , MAYBE           , No                    ,           19, -57.5           , Monitores  , 380.0       ,             924.66,           203,              5, OCCIDENTE    , 2025-08-20     ,             0.8
TRX-10271     , PROD-2683, 2025-11-22 ,                2,            1916.0 ,       86.79,                   2, Retrasado   , Bogotá        , Online     , FB-11073   ,               1,                2, Excelente       , NO              , No                    ,           20, 81.2            , Laptops    , 564.0       ,            1169.62,           164,             10, ZONA_FRANCA  , 2025-06-20     ,             0.4
TRX-10272     , PROD-2912, 2025-09-12 ,                7,             859.32,       85.13,                  29, Entregado   , Medellín      , Online     , FB-9274    ,               4,                4, Lento           , NO              , No                    ,           46, -46.3           , Tablets    , 593.0       ,            1039.64,           118,             27, BOD-EXT-99   , 2025-07-19     ,             3.2
TRX-10282     , PROD-2389, 2025-04-17 ,                7,             329.47,       22.31,                   3, Devuelto    , Ventas_Web    , Físico     , FB-11839   ,               3,                2, Excelente       , NO              , Sí                    ,           77, -23.0           , Laptops    , 386.0       ,            1460.07,           188,              5, OCCIDENTE    , 2024-05-17     ,             1.2
